Name,Address,Section,Lab 1,Lab 2,Lab 3,Lab 4,Lab 5,Lab 6,Lab 7,Lab 8,Lab 9,Lab 10,HW 1,HW 2,HW 3,HW 4,HW 5,HW 6,HW 7,HW 8,HW 9,HW 10,HW 11,HW 12,Project 1,Project 2,Exam 1,Exam 2,Exam 3
"Vietor, Cristina","297 Henry St, Phlox WI, 54464",5,83.9,100,32.4,61.7,43.9,53.5,86.3,60.3,53.6,98.1,13.1,100,71.3,83.8,100,65.8,90.6,59.8,97.2,54.5,100,100,70.4,80.0,83.5,68.2,73.7
"Laubacher, Edelmira","89 Topeka Ave, Apt. 1, Winfield MO, 63389",1,100,100,43.7,60.9,64.3,46.5,66.6,77.0,71.3,63.5,37.0,100,100,96.0,47.6,48.2,100,83.8,75.6,98.2,36.0,51.0,50.3,91.2,51.2,100,68.3
"Sonza, Waymon","334 18th Ave, Day FL, 32013",9,66.0,61.7,80.7,83.8,83.9,100,78.4,81.2,62.2,38.8,76.7,80.5,57.7,27.5,16.2,100,65.2,100,47.8,19.8,63.6,94.4,80.0,79.2,100,100,100
"Murrillo, Koty","652 Bertha Ln, Newark NJ, 7194",8,93.8,100,92.9,100,100,61.5,97.9,46.7,69.1,100,100,100,100,100,100,100,99.8,100,100,100,100,97.6,88.7,94.5,100,60.8,85.1
"Whitsett, Infant","976 Taylor Rd, Apt. 5, Jersey City NJ, 7302",8,90.9,60.8,62.8,100,68.7,82.1,40.1,28.0,89.1,100,77.7,90.0,71.4,69.2,99.5,91.6,65.3,100,100,100,84.2,20.4,70.3,26.9,83.7,100,97.0
"Trotti, Katelan","230 Osceola Ln, Castle Hayne NC, 28429",6,100,80.4,95.7,100,100,25.0,100,100,97.3,84.4,37.6,50.1,72.9,100,61.0,51.0,100,74.6,70.3,62.4,77.8,68.2,73.4,62.7,44.1,50.3,98.8
"Blannon, Aditya","724 02nd Ti St, York ME, 3909",2,54.1,97.6,64.5,83.5,100,76.3,100,74.2,100,80.2,100,67.4,46.8,77.8,100,63.4,64.5,100,100,54.3,92.4,100,86.4,85.3,100,100,76.7
"Chasson, Damien","235 Seville St, Casa Grande AZ, 85230",8,88.0,81.7,100,78.8,59.5,68.9,94.9,100,67.5,79.8,47.7,50.5,100,60.5,76.6,100,52.5,74.5,88.0,72.6,58.0,40.2,89.1,68.5,69.9,92.5,42.4
"Molitor, Dward","920 Manchester St, Pittsburgh PA, 15239",2,55.1,100,100,79.1,45.9,86.3,100,93.5,100,90.5,100,100,94.1,49.9,81.1,71.1,100.0,80.7,65.7,100,100,70.3,86.2,36.6,75.3,44.0,93.3
"Garinger, Nikkolas","181 Paris St, Pinetops NC, 27864",9,100,83.5,37.3,72.5,97.8,86.8,81.6,66.2,67.6,32.3,95.7,58.4,64.4,56.2,78.9,100,66.8,88.9,54.7,75.7,19.6,72.1,67.9,78.8,61.1,96.2,43.1
"Olrich, Lenay","509 H St, Prairie Grove AR, 72753",6,39.0,84.5,79.6,-6.2,100,81.6,61.8,99.6,100,66.3,27.6,100,89.8,86.9,43.3,84.6,88.6,68.1,91.2,59.5,69.6,63.3,46.6,47.3,83.1,96.1,74.4
"Cyganiewicz, Jillayne","351 Sparrow St, Portland OR, 97230",5,85.8,39.0,71.1,66.7,49.3,50.0,77.9,90.7,56.3,81.0,82.9,73.7,56.4,51.9,81.8,100,45.3,78.3,100,89.9,100,84.5,49.7,95.6,100,100,61.5
"Cordero, IV, Carline","777 Young Ct, Gulf Breeze FL, 32561",3,56.9,83.3,44.9,75.0,45.1,72.4,100,100,81.5,68.8,74.5,57.3,58.7,98.2,100,100,70.5,47.6,58.5,44.4,59.4,99.8,100,71.4,70.0,40.7,92.6
"Gwin, Stepehn","504 Essex St, Seaside OR, 97138",1,85.9,86.6,100,70.7,73.2,100,75.1,75.9,97.3,71.7,100,97.1,67.0,76.8,100,74.3,44.6,98.9,84.4,96.2,54.6,70.1,49.8,56.5,82.2,64.6,73.0
"Isla, Anik","130 I St, New Hyde Park NY, 11044",9,64.6,100,84.2,85.8,67.6,65.3,85.5,57.9,53.9,41.7,100,100,100,78.7,47.5,75.3,74.8,64.4,96.8,100,100,62.7,47.0,84.1,66.6,85.6,100
"Altieri, Viraj","898 Fredela Ln, Cogan Station PA, 17728",7,77.9,76.0,99.2,81.3,100,100,89.3,100,38.0,28.6,78.1,69.2,90.8,50.7,64.8,71.9,92.4,88.4,99.1,80.6,100,46.6,88.9,90.1,82.5,79.4,28.9
"Slayton, Dallas","512 Harrison Blvd, Apt. 58, Clarence IA, 52216",2,89.1,32.2,69.1,81.4,49.0,85.3,79.6,76.6,89.9,70.0,88.6,57.3,68.3,70.6,67.3,100,88.0,39.2,93.6,100,89.8,77.7,42.3,73.8,46.5,51.1,100
"Mazzotta, Sten","590 Delano Ave, Mc Connellsburg PA, 17233",6,61.7,100,72.0,73.7,75.3,9.9,93.7,36.9,11.1,100,100,100,92.2,73.5,35.4,85.6,91.9,98.5,85.0,29.8,54.1,79.9,53.2,72.0,81.0,56.7,93.7
"Bonny, Joane","912 Fort Mason 16, Saint Clair Shores MI, 48080",8,84.4,100,80.1,60.1,36.0,85.0,35.1,99.4,65.7,61.3,49.6,100,54.3,29.6,100,71.1,61.1,37.7,52.9,42.4,100,56.4,100,86.0,49.7,51.6,68.6
"Bohnenblust, Devita","783 Amity Aly, Dpo AA, 34002",5,,95.2,98.6,93.6,61.9,75.7,84.8,57.4,71.7,87.3,59.1,100,73.9,100,40.7,60.7,91.3,67.9,83.9,76.3,100,100,61.7,53.5,93.4,84.9,63.9
"Zapata, Janesha","366 Berry Extension St, San Diego CA, 92105",6,100,62.3,86.9,70.7,68.4,69.8,92.4,90.4,54.2,84.8,65.5,80.3,73.1,69.6,48.6,84.0,100,56.5,58.1,83.1,100,92.5,55.7,52.5,91.7,91.6,100
"Forson, Jaimie","831 Tehama St, Apt. 36, Albany NY, 12239",2,53.7,100,43.2,66.1,64.9,30.7,92.4,74.9,100,100,65.7,72.6,100,57.8,85.2,95.8,100,100,70.8,66.5,98.5,61.2,76.4,45.3,100,59.8,80.8
"Bockhorst, Sr., Tinsley","567 Sparta St, Lafox IL, 60147",8,88.5,100,43.5,24.9,85.4,36.0,66.4,23.2,89.7,80.2,81.1,85.6,15.9,72.6,66.2,92.8,100,90.9,100,46.4,74.9,33.8,77.1,58.9,59.2,80.4,56.2
"Mccrossen, Zeno","856 Jennings Ct, Hartford CT, 6143",5,66.8,73.1,58.1,80.5,54.9,57.7,83.5,100,52.9,51.6,67.8,95.3,83.8,87.3,66.9,83.1,69.5,98.6,78.9,92.4,62.6,100,78.7,77.9,87.3,85.1,45.9
"Schrawder, Adelina","125 Lagunitas Dr, Telluride CO, 81435",3,100,59.8,80.7,100,59.1,58.9,100,66.5,64.5,100,76.1,72.6,55.8,100,88.0,26.7,78.3,100,72.1,80.3,100,40.8,70.7,71.1,55.5,56.2,96.3
"Hanold, Royce","927 Jackson St, Apt. 55, Atlanta MI, 49709",10,57.0,34.5,99.9,47.5,90.9,96.5,99.6,77.6,36.5,100,100,78.0,100,100,94.1,68.0,51.6,100,56.4,96.7,100,74.0,54.9,56.1,66.0,97.1,53.1
"Khatri, Ila","513 Dorman Ave, Carbonado WA, 98323",1,94.4,73.1,88.5,69.3,70.0,68.3,100,51.5,68.5,94.4,76.5,69.4,88.4,82.2,60.8,46.9,74.3,35.1,48.7,100,84.1,55.5,76.9,27.3,100,65.7,37.9
"Kins, Kamryn","662 Nueva Ave, Austinville VA, 24312",6,75.9,30.2,68.5,66.9,100,72.8,65.4,68.4,100,45.3,47.1,94.4,68.6,97.5,90.7,60.8,100,100,76.8,84.8,98.0,55.2,50.7,91.2,90.8,100,83.8
"Heinlein, Shanterica","874 Miguel St, South Yarmouth MA, 2664",9,25.2,74.1,48.5,100,49.7,61.0,72.4,58.6,69.9,84.7,100,53.8,54.6,98.2,43.1,81.5,100,75.8,52.7,96.5,91.0,100,100,67.2,56.1,100,32.2
"Wynne, Teka","63 Olmstead St, Pleasant Plains IL, 62677",6,70.6,50.7,79.1,63.3,69.4,70.5,95.3,71.8,26.0,80.3,88.2,72.1,89.8,86.5,92.7,100,50.7,68.8,96.7,81.6,96.7,71.1,85.7,47.7,100,41.0,100
"Blanda, Sharin","258 Costa St, Snohomish WA, 98291",5,85.4,72.0,100,89.3,65.6,58.4,65.3,50.6,100,63.7,74.5,100,43.3,79.9,59.7,79.3,100,77.3,58.9,67.2,50.8,100,28.2,47.5,92.2,62.2,100
"Raigosa, Sr., Shateria","635 Putnam St, Elkhart TX, 75839",1,68.8,99.8,100,82.3,100,26.1,84.4,100,64.7,88.8,64.8,64.9,69.1,90.4,72.4,100,93.5,71.0,100,67.1,73.1,100,76.3,61.6,100,97.0,76.1
"Rill, Geanna","347 Felton St, San Francisco CA, 94164",5,78.7,62.3,97.2,81.6,64.9,89.8,44.4,93.0,55.6,84.9,52.8,52.5,64.4,32.4,100,100,57.2,58.4,58.6,71.4,100,49.9,80.3,76.5,100,44.1,100
"Frothingham, Maurio","798 Springfield Dr, Apt. 7, New Bloomfield MO, 65063",5,56.5,17.5,63.4,100,52.5,69.7,99.1,52.8,73.4,91.3,100,72.6,79.8,100,76.7,35.8,100,82.7,85.3,84.5,52.3,96.7,100,70.8,80.3,100,55.3
"Sornsen, Esq., Lynda","312 Tulip Aly, Anselmo NE, 68813",9,100,90.5,70.9,100,65.5,39.9,50.6,33.3,29.6,74.2,88.0,77.1,100,49.4,86.8,96.4,47.1,-0.4,77.1,67.4,55.6,70.3,100,40.8,100,41.0,59.8
"Bealmear, Sr., Dottie","59 Theresa St, Carrsville VA, 23315",9,83.9,38.6,38.5,4.9,98.5,31.4,49.6,77.3,100,,86.3,66.9,92.1,75.0,96.3,80.0,90.2,81.2,91.4,43.0,54.1,80.8,83.9,83.4,67.8,42.6,71.9
"Chmielewski, Jazzmine","169 Edgehill Way, Chicken AK, 99732",2,86.7,98.9,86.7,84.7,90.4,57.0,75.2,49.7,64.7,84.1,68.5,75.0,75.7,100,82.4,85.4,10.3,57.0,42.8,65.5,54.9,80.3,97.5,96.2,95.3,96.1,35.8
"Lubic, Sommer","635 Emerald Ln, Hartford AR, 72938",2,32.0,52.7,72.3,56.0,67.6,45.7,42.9,85.4,54.0,83.9,53.8,47.3,69.9,77.9,100,69.5,50.5,100,62.9,100,79.5,100,85.4,,100,100,100
"Blaydes, Marsheena","862 08th Ave, Swartz Creek MI, 48473",7,100,62.4,29.7,51.4,71.3,78.1,100,57.6,53.0,100,15.4,89.1,48.9,86.1,71.3,47.7,100,94.7,100,100,56.1,100,69.2,88.0,48.3,100,91.3
"Fleurantin, Corissa","996 Dow Pl, Ben Franklin TX, 75415",10,95.4,62.0,79.4,85.8,53.2,73.0,89.2,83.7,100,50.8,100,96.6,62.9,85.2,50.2,77.9,59.9,81.1,64.7,73.5,92.6,69.4,85.3,100,93.1,82.4,50.5
"Pardue, Osha","61 Bronte St, Iola TX, 77861",3,75.8,71.7,41.8,100,55.3,58.1,100,80.3,70.5,68.2,74.3,58.3,100,100,54.2,100,89.6,80.5,60.5,27.6,100,91.3,42.2,100,100,100,73.7
"Galeazzi, Fonda","801 42nd Ave, Houston TX, 77006",7,80.3,44.8,100,26.9,26.0,42.5,81.8,71.9,85.3,91.8,76.8,100,100,95.8,68.4,69.0,82.8,68.2,95.0,91.6,96.9,100,86.7,27.2,100,100,61.7
"Trost, III, Emmylou","427 Crescent Ct, Georgetown MS, 39078",7,26.8,76.1,20.2,44.4,58.5,100,83.0,58.1,80.0,,72.0,43.4,59.2,84.5,100.0,78.5,55.7,44.0,68.7,84.0,65.5,55.5,46.7,54.4,100,78.0,77.3
"Gioia, Westen","248 Clover St, Wister OK, 74966",2,74.9,55.2,72.2,82.3,100,66.0,91.2,93.7,100,79.4,100,92.9,42.6,72.5,62.4,100,91.6,99.1,100,86.2,66.1,82.6,77.1,67.2,63.6,100,92.9
"Swor, Katharyn","705 Vicente St, Ben Hur VA, 24218",1,70.8,55.1,64.1,25.9,65.9,57.0,27.1,79.1,100,100,50.2,62.0,64.4,91.1,100,90.5,76.4,100,85.6,100,70.6,65.6,77.8,66.7,54.7,79.2,69.7
"Laureno, Esq., Jock","850 Day St, Keezletown VA, 22832",1,77.7,23.0,39.5,38.2,100,69.2,53.7,63.7,89.9,64.3,90.3,68.0,50.4,70.0,83.2,61.1,40.5,75.3,100,82.2,100,88.3,56.3,80.5,69.1,52.0,62.5
"Santana, Chico","488 Ord St, Dallas TX, 75244",9,57.8,87.0,60.7,89.7,100,97.0,17.1,4.9,100,81.5,82.9,65.7,71.2,60.8,85.0,54.6,36.6,47.0,100,72.0,69.0,87.7,54.3,100,84.2,76.9,100
"Tillett, Mariella","780 Curtis St, Cherokee Village AR, 72529",7,100,33.5,100,100,100,88.8,100,78.5,77.5,62.0,75.0,75.8,47.0,100,100,72.3,47.8,59.6,80.8,44.7,84.8,50.3,42.4,74.8,93.8,60.2,69.2
"Laidlaw, Johni","483 Stone St, Corpus Christi TX, 78412",2,87.9,87.9,86.1,64.1,94.1,42.5,16.0,30.2,82.4,86.1,90.8,89.3,87.6,94.2,89.8,100,34.0,73.6,100,81.6,71.4,100,27.7,46.2,69.0,100,100
"Searson, Jr., Glory","431 Orsi Cir, Caledonia MO, 63631",6,82.1,38.0,69.7,76.1,100,70.9,76.7,,51.3,29.8,85.9,79.2,100,100,63.3,46.3,72.9,65.2,78.8,54.2,70.5,73.4,65.4,94.6,100,57.3,47.9
"Dandrea, IV, Stacy","382 Kezar Dr, Brooklyn NY, 11218",3,84.4,100,79.2,71.5,86.4,30.2,97.9,20.7,100,100,100,66.7,100,100,46.0,100,85.2,85.5,89.0,96.6,45.1,68.1,28.7,61.7,81.1,77.4,100
"Puhr, Elden","380 Bernice Rodgers Way, Hydes MD, 21082",4,84.0,100,67.5,82.2,49.4,100,84.5,62.0,65.1,99.2,100,76.3,82.6,74.9,66.6,70.9,83.8,90.8,64.8,78.8,71.2,39.8,26.0,67.7,69.7,97.9,100
"Kamara, Cassius","407 Miraloma Dr, Portsmouth IA, 51565",4,55.7,36.4,62.5,74.8,62.0,88.1,100,70.7,33.3,100,62.8,90.0,64.0,73.2,77.4,62.6,100,49.2,66.0,99.2,92.0,41.8,75.9,54.2,100,100,43.3
"Donahue, Jr., Sherree","185 Cleo Rand Ave, Loves Park IL, 61131",2,49.6,81.6,76.2,69.0,56.2,65.6,52.7,100,96.1,69.7,100,,72.2,84.6,40.7,96.9,49.6,60.5,74.2,77.9,78.8,95.0,75.9,100,57.1,96.4,69.2
"Kermes, Leighann","174 Reddy St, Greensboro NC, 27438",8,57.4,91.5,100,79.2,48.4,63.1,84.8,27.9,99.1,100,92.7,96.4,85.6,55.9,100,100,66.9,53.6,71.0,62.6,67.6,74.7,57.5,65.7,100,85.3,100
"Zollar, Tyleen","646 Rudden Ave, Biloxi MS, 39532",8,72.4,69.2,21.6,100,53.4,96.2,72.7,61.0,90.0,69.8,100,57.8,100,100,78.8,97.0,100,92.1,100,78.4,26.0,66.9,80.7,62.6,62.7,56.5,59.5
"Cubano, Datron","558 Moreland St, Tunkhannock PA, 18657",4,43.9,73.6,59.6,40.5,100,84.3,79.4,98.1,51.7,100,89.8,69.7,80.1,100,45.9,94.0,83.5,71.0,94.2,88.8,100,85.8,19.0,54.3,82.9,100,71.2
"Monington, Esq., Crystel","510 Potrero Ave, Durham MO, 63438",6,100,86.6,100,100,34.7,100,64.4,68.3,48.6,91.8,34.8,65.7,61.9,75.7,93.5,72.0,89.0,59.6,87.5,67.4,83.4,76.2,69.0,67.4,100,28.0,88.8
"Chalaban, Aliah","391 Topeka Ave, Martin TN, 38237",10,83.1,54.8,63.0,78.5,58.1,64.8,100,46.2,16.7,100,39.6,100,64.3,55.9,69.6,66.8,89.1,83.9,65.8,61.1,96.2,100,72.9,39.3,86.4,100,100
"Maharaj, Jr., Njideka","129 Bayside Village Pl, Castle Rock CO, 80108",1,90.3,88.3,77.6,84.6,75.7,62.0,95.3,51.3,31.0,67.5,35.3,85.4,76.7,79.4,100,91.7,68.8,18.1,98.8,83.2,80.8,84.2,21.8,42.3,73.7,48.0,64.1
"Kannel, Marlena","2 Dove Loop, Denver CO, 80236",8,45.9,74.4,72.2,86.9,100,100,50.8,78.4,87.2,100,88.8,100,75.6,100,79.5,35.7,98.0,57.5,47.6,86.6,100,39.0,55.4,70.9,48.6,61.0,71.0
"Dowdall, Yakov","240 Winston Dr, Port Orchard WA, 98366",3,88.0,100,94.5,80.7,97.9,82.9,62.9,85.0,87.1,100,50.4,75.4,100,84.1,89.3,45.9,79.5,83.1,100,91.2,82.4,99.5,100,49.9,33.8,87.3,79.1
"Stakes, Darick","36 Roanoke St, Maxatawny PA, 19538",4,95.4,100,45.5,100,99.7,88.5,77.5,47.2,72.2,70.3,81.8,63.9,81.8,83.2,61.5,58.2,69.7,77.2,97.7,63.6,97.0,76.6,79.8,83.0,100,100,68.6
"Sulzer, Deneisha","207 Bannock St, San Francisco CA, 94159",9,90.8,90.4,52.5,79.1,47.7,93.8,84.5,85.0,82.2,52.8,100,71.1,100,64.6,94.5,97.8,85.7,77.3,56.2,67.0,91.8,76.0,65.7,52.4,99.9,100,51.9
"Cariaso, Yury","160 Apollo St, Apt. 32, Hastings IA, 51540",4,72.7,62.7,82.8,100,100,100,78.2,75.2,100,44.6,58.0,100,83.8,76.5,72.9,84.7,100,64.1,60.2,100,100,67.0,49.6,67.3,83.7,71.9,40.2
"Mautino, Bowen","768 Stanyan Blvd, Abrams WI, 54101",4,51.5,89.1,100,76.5,60.2,40.1,40.2,90.9,83.2,91.6,100,73.7,95.3,85.1,94.2,93.5,72.4,100,59.2,64.1,99.1,96.3,70.4,49.6,85.9,52.1,71.8
"Pangan, Lucius","82 Jamestown Ave, Brookfield IL, 60513",2,100,100,47.4,38.0,100,93.9,83.7,66.1,33.8,28.8,51.5,97.6,100,53.3,62.0,78.6,100,77.5,82.5,100,83.6,100,55.3,50.4,100,77.3,81.7
"Roeske, Chantell","632 Mabrey Ct, Jamaica NY, 11499",2,17.3,32.9,76.6,43.1,100,100,100,100,74.5,86.4,67.7,67.2,86.1,50.1,34.4,100,85.0,68.7,46.9,100,38.9,100,67.2,63.3,100,62.3,89.0
"Denio, Powell","149 Unnamed 039, Creal Springs IL, 62922",8,58.1,47.9,100,42.8,100,78.1,51.5,59.9,43.0,64.2,82.8,67.7,29.4,90.4,100,100,69.0,98.3,100,87.4,61.7,99.2,66.1,100,100,53.6,78.8
"Papadakis, Jontue","891 Conrad St, Denver CO, 80214",1,84.1,100,100,50.6,54.7,68.4,86.0,81.8,57.0,71.8,83.1,53.3,87.0,81.6,68.6,76.2,43.7,100,100,73.1,77.4,100,82.7,100,100,82.9,30.3
"Berlinger, Jamielee","339 Brush Pl, Apt. 6, West Jordan UT, 84084",8,100,58.2,55.3,56.1,58.0,84.9,52.5,78.9,93.0,95.3,55.8,68.6,43.8,67.4,100,76.4,74.1,100,95.0,96.9,51.7,100,72.0,78.0,76.4,81.1,100
"Peatry, Martia","813 Roselyn Ter, Cincinnati OH, 45223",10,85.3,94.3,100,74.3,77.2,18.4,38.7,56.6,97.6,100,80.4,85.9,80.5,96.0,68.3,67.8,100,58.4,91.0,39.8,90.2,86.7,60.0,75.2,72.5,100,90.1
"Gwilt, Tai","873 Phoenix Ter, Apt. 26, Anaktuvuk Pass AK, 99721",2,95.5,88.7,95.8,61.9,85.1,88.3,72.9,88.4,83.2,69.8,100,100,81.1,81.7,83.2,56.8,73.8,95.0,88.6,82.6,68.4,100,38.2,60.8,21.2,74.7,60.0
"Barret, Quinta","728 Prentiss St, Shauck OH, 43349",1,81.0,53.0,100,100,87.2,94.6,64.1,68.3,84.2,100,91.6,100,67.7,52.5,76.9,100,100,95.4,100,82.6,,87.7,48.5,35.8,67.6,68.6,55.3
"Zerko, III, Basilio","498 Surrey St, Zuni VA, 23898",3,60.9,80.8,85.8,9.1,100,69.2,100,69.5,33.7,84.1,69.0,99.8,100,89.7,76.0,91.9,99.0,80.8,89.5,90.6,100,77.5,61.3,100,100,98.4,100
"Alexzander, Esq., Devonna","395 Storrie St, Apt. 6, Arlington SD, 57212",6,80.4,100,100,97.4,50.9,83.7,80.1,30.7,100,56.2,67.4,100,100,99.3,64.0,100,75.7,67.9,82.2,80.4,82.1,100,63.1,58.1,100,58.6,100
"Pusch, Jarreau","604 Ceres St, Sautee Nacoochee GA, 30571",4,74.5,37.3,47.8,46.5,100,100,100,78.8,100,61.9,58.4,100,100,87.8,100,55.5,71.8,100,98.1,84.4,90.4,64.4,70.1,59.8,99.7,77.0,45.5
"Reinbold, Karalee","812 Quincy St, Killdeer ND, 58640",7,92.0,78.4,100,100,74.8,70.0,98.0,84.6,93.1,72.5,87.2,51.3,93.6,50.4,100,100,56.9,100,76.2,85.9,60.2,56.1,47.5,93.5,85.5,73.2,93.1
"Misasi, Damario","27 Lyell St, Clinchfield GA, 31013",9,60.0,75.5,100,51.8,100,60.4,86.6,100,89.7,79.4,100,43.6,63.5,90.2,59.7,77.6,56.5,34.4,56.7,56.8,68.3,60.1,100,94.4,100,83.7,100
"Riopelle, Esq., Vontrell","873 Cyrus Pl, Hampton KY, 42047",2,69.1,92.6,100,89.1,69.6,57.5,36.6,83.1,87.0,59.8,62.0,77.0,100,86.0,100,32.7,100,100,100,57.8,83.3,100,22.4,49.7,100,100,81.5
"Hosford, Sr., Blandon","420 Larch St, Indianapolis IN, 46285",2,84.6,62.6,78.6,70.5,60.6,47.2,70.3,43.9,77.5,84.7,86.2,28.8,89.4,47.2,96.4,49.0,90.3,97.5,82.3,83.5,82.2,100,58.7,51.4,100,61.8,88.2
"Payeur, III, Caterine","589 Ahern Way, Des Moines IA, 50304",4,83.2,57.9,62.5,100,79.9,60.7,70.5,56.8,28.3,80.0,100,62.8,51.7,100,65.6,76.2,51.9,87.0,46.2,100,80.2,76.4,81.6,42.7,100,61.3,98.3
"Busenbark, Cristopher","552 Livingston St, Cedar Point KS, 66843",10,100,86.1,40.4,84.4,70.7,68.9,45.0,91.4,35.4,76.4,61.8,74.6,83.7,42.7,92.5,57.9,46.9,73.8,73.0,62.9,99.3,40.6,100,99.3,70.5,67.1,62.8
"Szerlong, III, Briona","765 Saint Charles Ave, Elkhart IL, 62634",7,66.5,28.1,65.4,34.9,78.3,75.5,100,30.2,68.4,93.3,100,54.1,100,79.3,69.1,97.7,83.6,100,65.0,4.9,100,66.6,100,65.9,100,62.8,95.0
"Cristelli, Gittel","417 Pacific Ave, Clayton NC, 27520",4,70.9,100,45.6,68.7,100,30.8,76.3,56.9,44.4,72.3,64.3,77.2,88.9,96.2,90.0,68.9,65.5,89.5,58.3,64.8,37.6,76.6,99.1,54.1,60.3,47.5,100
"Gazzo, Zenna","194 El Dorado St South, Billings OK, 74630",8,73.8,62.6,55.6,63.5,97.9,36.8,72.3,56.9,57.4,100,99.9,62.8,95.4,57.2,94.1,100,75.6,100,75.7,82.8,38.5,86.3,65.0,69.9,85.1,88.0,61.1
"Varin, III, Marla","404 Terry A Francois Blvd, Chicago IL, 60636",10,73.2,25.4,53.6,100,100,60.0,84.7,87.0,96.4,72.1,100,24.6,76.3,73.9,51.2,81.9,100,78.4,74.6,86.4,71.2,47.3,100,41.7,86.0,100,94.4
"Hege, Nickole","418 Kearny St, Avant OK, 74001",9,73.9,100,100,100,75.4,90.6,78.3,30.6,97.6,62.1,81.5,100,100,82.4,79.1,59.7,81.2,71.9,59.1,85.0,68.5,100,17.2,50.7,74.8,100,89.9
"Leimkuhler, Ravan","778 Tubbs St, Climax GA, 39834",2,78.6,54.4,91.4,100,64.6,74.5,81.7,80.4,59.6,67.5,73.9,83.9,94.4,95.8,45.5,76.5,84.5,100,78.2,71.3,100,68.3,100,28.8,81.1,59.8,23.0
"Romenesko, II, Mazen","917 Liberty St, Saint Louis OK, 74866",8,49.4,24.1,92.7,33.8,100,100,85.6,91.6,66.9,45.2,81.5,54.9,65.3,89.1,100,80.2,42.9,92.0,99.5,56.6,77.5,32.6,64.5,61.6,47.3,72.9,100
"Villa, Myeisha","152 La Grande Ave, Laurel MT, 59044",9,90.8,91.1,55.9,55.7,87.5,51.1,44.9,100,80.5,58.9,100,83.2,92.6,33.2,78.0,87.6,95.1,56.7,83.9,87.0,47.2,71.8,62.2,61.3,92.4,100,100
"Radakovich, III, Valecia","659 Unnamed 139, Apt. 13, Katy TX, 77494",3,100,88.7,88.4,61.5,69.0,78.6,64.2,93.8,64.4,29.0,80.8,81.4,77.9,89.1,62.0,64.9,100,86.2,87.4,93.5,96.8,53.6,80.2,57.6,56.1,70.8,58.6
"Skyles, Rolonda","548 40th Ave, Des Moines IA, 50339",4,67.6,100,79.7,63.9,80.0,79.3,53.3,94.0,100,84.3,87.7,76.8,53.7,96.8,87.0,100,92.1,65.0,93.0,79.2,71.7,60.3,52.8,41.1,100,92.6,89.6
"Ewald, Lavale","729 Gloria Ct, Kuna ID, 83634",3,33.6,100,83.8,98.7,100,100,100,57.7,96.2,94.4,42.3,95.1,100,100,56.0,100,38.1,100,56.0,57.5,82.2,73.5,91.6,32.1,93.1,100,100
"Delgoda, Ladana","815 Estero Ave, Offerle KS, 67563",4,55.1,31.5,100,91.0,57.7,58.2,63.5,67.8,77.2,14.2,78.3,69.2,100,52.1,56.0,100,71.6,49.6,90.1,73.7,79.1,62.9,100,76.3,84.4,39.3,89.5
"Zemlicka, IV, Cheston","397 Sibert Loop, Rochester NY, 14683",5,73.2,80.8,77.8,66.7,73.7,86.6,75.5,55.3,44.6,89.5,100,89.3,90.1,57.1,77.5,100,94.2,100,98.4,86.9,39.6,49.8,24.9,63.9,60.0,79.6,84.4
"Nemet, Rafiq","96 Jack Balestreri Way, Goleta CA, 93118",5,100,100,44.4,79.9,100,82.0,56.8,62.2,54.5,46.8,84.4,42.3,80.4,77.9,63.1,100,50.4,59.5,62.8,23.1,74.2,67.0,80.7,61.2,66.8,25.4,92.6
"Cremona, Lakea","336 Nelson Ave, Plattekill NY, 12568",2,90.9,51.4,92.5,65.3,81.8,63.4,100,40.5,47.8,89.2,66.7,53.2,97.1,100,70.8,65.7,89.4,88.0,83.7,73.0,54.8,35.4,40.5,66.5,100,84.1,54.1
"Bumpers, Geroge","68 Fort Funston Rd, Apt. 71, Huntley IL, 60142",9,85.2,90.7,66.3,79.7,100,45.6,91.4,96.1,89.7,80.5,59.7,36.9,79.0,7.2,74.4,100,100,87.8,44.7,78.3,76.2,100,90.7,87.7,39.7,62.2,79.5
"Reinoehl, Marielle","296 Pollock St, Bartlesville OK, 74005",6,67.7,100,49.2,52.8,65.5,98.6,57.4,87.0,34.8,65.2,100,56.6,99.8,65.4,42.9,100,100,30.0,70.5,100,58.4,97.8,44.3,83.1,95.8,100,60.3
"Crecco, Tashonda","336 Mccarthy Ave, Valley WA, 99181",7,70.2,51.7,53.5,78.8,59.3,58.5,94.2,80.5,43.3,4.4,63.9,55.5,98.5,71.7,98.4,85.2,83.8,95.4,93.5,65.5,53.2,81.0,76.2,68.7,100,100,90.0
"Werbelow, Esq., Laquanna","692 Romain St, Benton IA, 50835",9,67.4,47.1,67.4,58.1,51.8,92.6,69.2,74.7,92.0,90.6,87.1,87.0,90.6,100,100,82.1,58.5,72.4,100,45.2,77.6,100,100,89.5,58.8,83.2,91.9
"Mahli, Jr., Kamisha","719 Fort Mason 15, Apt. 45, Dpo AE, 9872",2,79.1,99.5,55.8,99.3,69.3,51.1,82.4,74.2,100,78.8,73.7,100,42.8,14.2,99.5,92.1,100,26.7,69.0,100,88.9,85.3,54.9,100,97.2,85.2,94.5
